"","gene_id","gene_name","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"8596","ENSG00000173166.17","RAPH1","protein_coding",0.31964956855115,-0.214421593128382,2.39578384684074,0.00856446364717076,0.999999999912779
"15544","ENSG00000251141.5","MRPS30-DT","antisense",0.294504794981438,0.0799067435255719,2.3952766530023,0.00857371637415985,0.999999999912779
"18832","ENSG00000065491.8","TBC1D22B","protein_coding",0.342718997221323,-0.153328742352383,2.3746891134667,0.00906745972238184,0.999999999912779
"10224","ENSG00000180929.5","GPR62","protein_coding",0.366114789813008,0.29764761259388,2.34965656663885,0.00970390825126369,0.999999999912779
"9979","ENSG00000232455.2","LARS2-AS1","antisense",0.340682584439991,-0.955181888681376,2.34611435555864,0.00978201402218618,0.999999999912779
"17887","ENSG00000283616.1","MIR5683","miRNA",0.273137048749457,0.593195030449873,2.34331051417696,0.00984354803909759,0.999999999912779
"18131","ENSG00000112308.12","C6orf62","protein_coding",0.375596030840346,-1.27515207743039,2.32254494650082,0.0104328905715011,0.999999999912779
"10157","ENSG00000228008.1","AC105935.1","antisense",0.405950325447342,-1.29803383842291,2.3118732698,0.0107677060882676,0.999999999912779
"4055","ENSG00000285609.1","AL450304.2","rRNA_pseudogene",0.308945272067353,-1.43140739090981,2.29236999507996,0.0112507811468554,0.999999999912779
"18519","ENSG00000255726.1","AL662844.1","unprocessed_pseudogene",0.339819105023502,0.813700146036113,2.26983808131185,0.0119398917865764,0.999999999912779
"12042","ENSG00000233441.6","CYP2AB1P","transcribed_unitary_pseudogene",0.259552460971446,-0.731860485443594,2.24561366869439,0.0126841117128997,0.999999999912779
"12265","ENSG00000252620.1","RNU6ATAC24P","snRNA",-0.316612824752093,-1.24091376891747,-2.24546013366144,0.0126990401178639,0.999999999912779
"13564","ENSG00000250677.1","AC114781.3","processed_pseudogene",0.34424658950632,1.18100679508442,2.23302709046012,0.0131274163273352,0.999999999912779
"14542","ENSG00000251162.1","AC074198.2","processed_pseudogene",0.288986286966654,0.963753404984955,2.22987611321011,0.0132055883719905,0.999999999912779
"12770","ENSG00000239001.1","RNU6-420P","snRNA",0.284058281834554,-0.736589822470625,2.22716273663861,0.0132961385359731,0.999999999912779
"9958","ENSG00000169981.10","ZNF35","protein_coding",0.347178018242233,-0.428500365035496,2.22377116193396,0.0134439570248623,0.999999999912779
"14566","ENSG00000249617.1","AC106872.7","processed_pseudogene",0.374689522165781,-0.129425141225655,2.22197414025089,0.0135431486352667,0.999999999912779
"15465","ENSG00000250048.2","LINC00603","lincRNA",0.252694551635774,-0.535953826912674,2.18841837423735,0.014658220975554,0.999999999912779
"15250","ENSG00000200600.1","RF00019","misc_RNA",0.337943037221574,-1.27459279703789,2.18513672020443,0.0148143401722484,0.999999999912779
"11697","ENSG00000168827.14","GFM1","protein_coding",0.290494501397552,3.84023733566691,2.1643480365885,0.0155711027442148,0.999999999912779
"11797","ENSG00000222357.1","RNU2-20P","snRNA",0.28599891338401,3.44827010957692,2.16003495269069,0.0157375170779624,0.999999999912779
"11347","ENSG00000174564.12","IL20RB","protein_coding",0.272108621459342,1.36671168564754,2.14038825440345,0.0165181047188054,0.999999999912779
"18853","ENSG00000217227.1","AL079341.1","processed_pseudogene",0.493059217950792,-1.44600790965359,2.14951824207885,0.0167966892543239,0.999999999912779
"17665","ENSG00000253979.1","AC109479.3","lincRNA",0.646880754131361,-2.17342823170939,2.16741985061196,0.0170918296162451,0.999999999912779
"8315","ENSG00000225406.1","AC080125.1","processed_pseudogene",0.222345073625716,4.08890160960259,2.12033328183355,0.0173490898310066,0.999999999912779
"621","ENSG00000162482.4","AKR7A3","protein_coding",0.258841482280639,-0.277348793509191,2.1153667869311,0.0175623018992303,0.999999999912779
"14525","ENSG00000248431.1","AC005150.1","lincRNA",0.295812444787725,-0.250175119334968,2.11235193588529,0.0177034037438847,0.999999999912779
"15889","ENSG00000226544.4","RPL7P22","processed_pseudogene",0.342316835504766,-0.566906433704992,2.10424776028605,0.0181165214409757,0.999999999912779
"8703","ENSG00000235864.1","HSPA8P6","processed_pseudogene",0.296352879466076,1.2139621293489,2.09264125849344,0.0185746460317247,0.999999999912779
"3857","ENSG00000233540.1","DNM3-IT1","sense_intronic",0.249841735331847,2.77274547745651,2.09085631136956,0.0186404778825156,0.999999999912779
"4184","ENSG00000276735.1","RF00017","misc_RNA",0.281264406050096,1.33907145117347,2.08710725548552,0.018817124472769,0.999999999912779
"7789","ENSG00000232606.1","LINC01412","lincRNA",0.28270433407131,1.78064289610704,2.0768401530537,0.0192905854304116,0.999999999912779
"17680","ENSG00000250999.1","AC136604.3","antisense",0.290359320041832,0.406575582495041,2.07128184160848,0.0195552946570191,0.999999999912779
"14788","ENSG00000250410.1","AC112722.1","antisense",0.24529521474004,0.781992260403395,2.06949360222284,0.0196262175495009,0.999999999912779
"18723","ENSG00000242014.3","RN7SL26P","misc_RNA",0.248490038900778,1.74544920470465,2.06618774942615,0.0197829482967537,0.999999999912779
"13318","ENSG00000248763.2","AC111000.2","unprocessed_pseudogene",0.332236472695574,-1.57995286065138,2.06679510460395,0.019824589964749,0.999999999912779
"3659","ENSG00000227243.3","SLAMF6P1","unprocessed_pseudogene",0.294771386005946,-0.802685828847038,2.06525408462882,0.0198444696772684,0.999999999912779
"1860","ENSG00000212257.1","RNU6-1176P","snRNA",0.252258312185585,2.11738010917208,2.05884988505745,0.0201345227698219,0.999999999912779
"10400","ENSG00000244342.5","LINC00698","lincRNA",0.279978201638775,12.0156852824614,2.03430750694757,0.0213576496964235,0.999999999912779
"7625","ENSG00000234576.2","MTND1P26","unprocessed_pseudogene",0.343811280449766,-0.0285309872862329,2.03235398044762,0.0215712497385576,0.999999999912779
"15063","ENSG00000250786.1","SNHG18","lincRNA",0.254652000460037,0.899935098582737,2.025562432175,0.021795694609642,0.999999999912779
"10506","ENSG00000244345.1","AC104435.2","lincRNA",0.351980730586428,-0.404851041284904,2.02215669090113,0.0221346141604277,0.999999999912779
"12965","ENSG00000154277.12","UCHL1","protein_coding",0.352866357519732,-1.03063018155392,2.02148548530442,0.0221737366454253,0.999999999912779
"18833","ENSG00000275550.1","AL096712.1","processed_pseudogene",0.358742395879571,-0.0162932516021306,2.01852782135474,0.0223561442804832,0.999999999912779
"11624","ENSG00000279305.1","AC134026.1","TEC",0.278884212714655,-1.01405744486569,2.01028742234734,0.0226064759431975,0.999999999912779
"9528","ENSG00000207163.1","RNU6-905P","snRNA",0.330447972012655,0.879214562743717,2.00932071374689,0.0227471368825534,0.999999999912779
"18725","ENSG00000030110.12","BAK1","protein_coding",0.234299580646816,2.14100464449166,2.00683957141545,0.0227775355699,0.999999999912779
"15879","ENSG00000264099.1","MIR4803","miRNA",0.258465262933703,1.14929108923191,1.99797221090871,0.0232602430788306,0.999999999912779
"1440","ENSG00000232369.1","PPIAP35","processed_pseudogene",0.26182924358456,0.536861305890766,1.99315345932731,0.0235254232682514,0.999999999912779
"6340","ENSG00000227791.3","AC007365.2","processed_pseudogene",0.264978858422694,-0.853756281440347,1.99228808270097,0.0235744186564698,0.999999999912779
"6571","ENSG00000159399.9","HK2","protein_coding",0.568115416382197,-1.32827761667853,2.01904031148675,0.0242347408475292,0.999999999912779
"15035","ENSG00000249159.6","AC091965.1","lincRNA",0.276192706831172,3.66295355547075,1.98018739080159,0.0242573233646282,0.999999999912779
"10039","ENSG00000163832.15","ELP6","protein_coding",0.266964620627353,1.5742095402066,1.97681348409417,0.0244423883496521,0.999999999912779
"15876","ENSG00000278824.1","AC143336.1","processed_pseudogene",0.330242248410465,-0.0554328080591542,1.97527469019781,0.0246506178869494,0.999999999912779
"115","ENSG00000179403.11","VWA1","protein_coding",0.226755155224387,0.45359277073487,1.97150644737791,0.0247365199701892,0.999999999912779
"14695","ENSG00000249084.1","AC027627.1","antisense",0.247600543834075,-0.382346780471395,1.96675680860421,0.0250126740775551,0.999999999912779
"8097","ENSG00000252779.1","RNU6-182P","snRNA",0.524620505763618,-1.62944895459875,1.98744071433536,0.0256815526496086,0.999999999912779
"18704","ENSG00000204220.11","PFDN6","protein_coding",0.195306479297251,1.0199835256503,1.94505828053735,0.0262939966948509,0.999999999912779
"7133","ENSG00000279904.1","AC068057.2","TEC",0.250021261613055,-0.549272373386282,1.93851573378052,0.0266960235200153,0.999999999912779
"12651","ENSG00000264931.1","MIR3138","miRNA",0.294397567043896,0.19100901863486,1.93673433691723,0.0268525587286171,0.999999999912779
"4087","ENSG00000201312.1","RNA5SP72","rRNA_pseudogene",0.281340866085753,-1.27895062163811,1.93603234878572,0.0268731975085518,0.999999999912779
"13002","ENSG00000239679.3","RN7SL193P","misc_RNA",0.52198297367988,-0.603600270398157,1.96324724192364,0.0272397714266925,0.999999999912779
"1178","ENSG00000252368.1","RNA5SP43","rRNA_pseudogene",0.20884397856072,3.35311492765463,1.92001202008792,0.0278443844895056,0.999999999912779
"2552","ENSG00000199710.1","RF00019","misc_RNA",0.278059096258456,0.850219254203712,1.9195876151101,0.0278997989313527,0.999999999912779
"11509","ENSG00000242440.1","LINC02046","lincRNA",0.252685271119026,1.81062315830696,1.91851652809052,0.0279455857173951,0.999999999912779
"434","ENSG00000116726.4","PRAMEF12","protein_coding",0.256963604737588,-1.37716424344784,1.91608432434772,0.0281029718090789,0.999999999912779
"5746","ENSG00000138073.13","PREB","protein_coding",0.293577869059629,-0.699814185912287,1.91600331249178,0.0281583693373878,0.999999999912779
"5244","ENSG00000230411.1","OR3D1P","unprocessed_pseudogene",0.288383156423733,1.24958250989554,1.91205699269834,0.0284014834370327,0.999999999912779
"8284","ENSG00000234595.1","AC013733.2","antisense",0.30016083255017,-1.41066795499485,1.91202925431475,0.0284327282686602,0.999999999912779
"5642","ENSG00000206882.1","RNA5SP87","rRNA_pseudogene",0.264872392494579,0.0385821054055317,1.90842687442094,0.0286023569928719,0.999999999912779
"1441","ENSG00000268949.1","MRPS17P1","processed_pseudogene",0.241785871999635,1.40651456516212,1.90298460455686,0.0289445740406033,0.999999999912779
"12781","ENSG00000251292.1","ERVH-1","lincRNA",0.281733121394995,1.71173880786066,1.89560611299199,0.0294697044358235,0.999999999912779
"790","ENSG00000238482.1","RNU6-1208P","snRNA",0.280388627495659,-1.3625265160905,1.8920661233425,0.0297041769221917,0.999999999912779
"14506","ENSG00000164123.6","C4orf45","protein_coding",0.375996485158417,-0.758050769589732,1.89962378507595,0.0297422242737828,0.999999999912779
"14549","ENSG00000244146.1","AC106872.3","processed_pseudogene",0.30390066790493,-1.00999643390035,1.88838723923651,0.0300180364513002,0.999999999912779
"14696","ENSG00000038002.8","AGA","protein_coding",0.240309010254873,0.110016233161557,1.88235769174351,0.0303219976948958,0.999999999912779
"16848","ENSG00000120733.13","KDM3B","protein_coding",0.242782057563174,0.861453983451328,1.87129888667372,0.0310838351012858,0.999999999912779
"9526","ENSG00000131389.17","SLC6A6","protein_coding",0.354269523896203,-1.46554457370792,1.87678323325357,0.0311444249770341,0.999999999912779
"14565","ENSG00000250430.1","AC106872.8","processed_pseudogene",0.281158718406543,4.21839324052846,1.87098899992343,0.0311506377092677,0.999999999912779
"4327","ENSG00000184774.10","MGAT4EP","transcribed_unitary_pseudogene",0.212109554899826,0.868396986994129,1.86545410578012,0.0314874875316058,0.999999999912779
"6968","ENSG00000228873.1","AC012307.1","lincRNA",0.236125571083407,0.566739772784965,1.86213420049466,0.0317242110863097,0.999999999912779
"10741","ENSG00000181458.10","TMEM45A","protein_coding",0.21794480025009,0.939523180342518,1.85703939393097,0.0320833930254778,0.999999999912779
"16941","ENSG00000202515.1","VTRNA1-3","misc_RNA",0.278972629076613,-0.745805992030805,1.85450165751401,0.0323164607703791,0.999999999912779
"15627","ENSG00000251307.1","AC026704.1","antisense",0.224774232447034,4.82656822980545,1.85055239183175,0.0325495816278529,0.999999999912779
"9688","ENSG00000206559.7","ZCWPW2","protein_coding",0.223099441360012,3.60005881699744,1.84871555894723,0.0326822439983104,0.999999999912779
"9190","ENSG00000231546.1","RPL3P5","transcribed_processed_pseudogene",0.301927367123606,0.131654971211052,1.84598677171611,0.0330178421473799,0.999999999912779
"9525","ENSG00000199609.1","RNA5SP124","rRNA_pseudogene",0.270374014647299,1.5417786604298,1.83760445510891,0.0335340960021534,0.999999999912779
"2881","ENSG00000276216.1","AC245014.3","lincRNA",0.217955045964785,-0.13922468112521,1.83695526678813,0.0335430231790252,0.999999999912779
"15280","ENSG00000249616.1","CCNB3P1","processed_pseudogene",0.323006567113192,-0.488295700384084,1.83883664006623,0.0336785979400111,0.999999999912779
"3162","ENSG00000226716.1","AL589986.1","antisense",0.27071584324043,-0.671207010722183,1.8348374030712,0.0337408543390358,0.999999999912779
"8078","ENSG00000234350.4","AC007405.1","lincRNA",0.225904837051562,-1.09295500703873,1.83292961498942,0.0338430298968341,0.999999999912779
"9340","ENSG00000214073.2","RPL21P17","processed_pseudogene",0.324389098545569,-1.38783540771638,1.82683836405048,0.0346078440132366,0.999999999912779
"8858","ENSG00000163497.2","FEV","protein_coding",0.302184010940683,-0.751950724350771,1.82386658144676,0.0346874033881539,0.999999999912779
"12772","ENSG00000244538.1","AC098583.1","processed_pseudogene",0.197837810838277,2.33466607494007,1.81928370309324,0.0348716497606053,0.999999999912779
"998","ENSG00000223382.4","LINC01778","lincRNA",-0.239132139611669,0.017860275963818,-1.80842863636123,0.0357164049435205,0.999999999912779
"2012","ENSG00000199921.1","RNU6-161P","snRNA",0.210613775811521,1.38199087748255,1.80622324119856,0.0358819551299065,0.999999999912779
"9173","ENSG00000226542.1","AC114814.1","lincRNA",0.259281710802829,0.44307277050424,1.80568739023447,0.0359524492341038,0.999999999912779
"9191","ENSG00000144476.5","ACKR3","protein_coding",0.252822291890159,4.53462782745211,1.80408751746149,0.0360687896906963,0.999999999912779
"7903","ENSG00000282440.1","AC074099.1","lincRNA",0.217627933203816,0.715587454055941,1.80242170873705,0.0361809672623101,0.999999999912779
"1525","ENSG00000271355.1","AL356458.1","processed_pseudogene",-0.286181289782978,1.35462826519486,-1.80275750531884,0.0362617982757573,0.999999999912779
"704","ENSG00000228397.2","LINC01635","lincRNA",0.263617807067129,1.50275591466599,1.80009926987622,0.0364022110216637,0.999999999912779
"6327","ENSG00000283222.1","MIR4433A","miRNA",0.26177952243933,0.518076182409193,1.7974950170628,0.0366058170430743,0.999999999912779
"7790","ENSG00000226674.9","TEX41","lincRNA",0.232244519268135,3.34575495366021,1.79643989204396,0.0366582781677556,0.999999999912779
"16609","ENSG00000213630.3","BOLA3P3","processed_pseudogene",-0.262099718173388,1.28128094706422,-1.79472443239432,0.0368281311640616,0.999999999912779
"8916","ENSG00000235337.1","AC093083.1","lincRNA",0.26976887667431,-0.241402343660774,1.79385443804723,0.0369165270015811,0.999999999912779
"9776","ENSG00000230067.3","HSPD1P6","transcribed_processed_pseudogene",0.267173507916118,0.605981645590227,1.79073799670591,0.0371610077880588,0.999999999912779
"4785","ENSG00000183814.15","LIN9","protein_coding",0.261343274100928,0.708994955202904,1.77947572119715,0.0380664990288647,0.999999999912779
"4049","ENSG00000271269.1","AL353778.1","processed_pseudogene",0.217519343962522,-0.204198299408701,1.76587649146664,0.0391561451573616,0.999999999912779
"8075","ENSG00000275414.1","RF02271","misc_RNA",0.268392335835612,0.37681795973567,1.76045499306819,0.0396827782927691,0.999999999912779
"4845","ENSG00000270104.1","AL670729.3","lincRNA",-0.260613555436898,-0.569554326982753,-1.75904422148841,0.039780095018611,0.999999999912779
"10615","ENSG00000241328.1","LINC02070","lincRNA",-0.235246377365295,0.227585435042432,-1.75816809135459,0.0398157888115239,0.999999999912779
"18734","ENSG00000271362.1","AL138889.2","processed_pseudogene",0.244847586421411,-0.573349141139931,1.74509404444265,0.0409543520129175,0.999999999912779
"2889","ENSG00000272150.5","NBPF25P","transcribed_unprocessed_pseudogene",0.242317804413046,1.85436262306458,1.74169112968012,0.0412490426216236,0.999999999912779
"3882","ENSG00000238272.1","AL139142.1","antisense",0.390146364242737,-1.46259949832503,1.75871902299404,0.0413493730458527,0.999999999912779
"1790","ENSG00000271200.1","AC099791.2","lincRNA",0.259315481454118,1.7387644567299,1.74037871134086,0.0413988137654735,0.999999999912779
"10968","ENSG00000251012.2","AC083800.1","protein_coding",0.227423485319732,-1.22667627913882,1.73539388810324,0.0417919155652,0.999999999912779
"15848","ENSG00000254701.3","AC138866.2","unprocessed_pseudogene",0.221644917630612,2.64903651330558,1.73531569375527,0.0417964000809763,0.999999999912779
"3051","ENSG00000143401.14","ANP32E","protein_coding",0.246702173056857,-0.0450635851723397,1.73313104643093,0.0420135562804462,0.999999999912779
"15722","ENSG00000251682.1","AC122718.2","processed_pseudogene",0.27035725773406,1.48278742485367,1.72459249077373,0.042856746666915,0.999999999912779
"9978","ENSG00000011376.10","LARS2","protein_coding",0.260914111778024,-0.323626691432495,1.72297168892172,0.04296580873412,0.999999999912779
"14886","ENSG00000199540.1","RF00019","misc_RNA",0.235265109752419,1.58150990780895,1.72050738628131,0.0431357833063483,0.999999999912779
"15721","ENSG00000130449.5","ZSWIM6","protein_coding",0.359056730587398,-1.61531377626864,1.73272992641413,0.043177298084278,0.999999999912779
"12583","ENSG00000250915.1","AC209005.1","lincRNA",0.196208300775388,1.20609061764521,1.71714140268328,0.0434298549441338,0.999999999912779
"4375","ENSG00000225522.2","AL592114.2","processed_pseudogene",0.262519736752925,0.403210012408366,1.71338344229488,0.0438531840266231,0.999999999912779
"15334","ENSG00000266243.1","MIR4279","miRNA",0.324071175388273,5.63552669860887,1.71324499389766,0.0444382210370755,0.999999999912779
"14543","ENSG00000223037.1","RNU6-284P","snRNA",0.267027924462047,0.225855873697623,1.70615813663072,0.0445478206358698,0.999999999912779
"5888","ENSG00000226994.7","AC012593.1","lincRNA",0.225777183231762,1.22734542741077,1.69057470627456,0.0459229527043922,0.999999999912779
"18599","ENSG00000204387.13","C6orf48","protein_coding",0.244744317556923,-0.103534510910035,1.68915175910149,0.046086667709889,0.999999999912779
"6664","ENSG00000260840.1","LINC01964","lincRNA",0.205933950301542,1.47456213232889,1.67683525788143,0.0472456111356021,0.999999999912779
"14005","ENSG00000201186.1","RNU4-33P","snRNA",0.237592331699137,-0.923456125359018,1.67241617621111,0.0477043016462061,0.999999999912779
"12720","ENSG00000137440.4","FGFBP1","protein_coding",0.227102475473926,-0.747255998433632,1.67066547451759,0.0478628982729974,0.999999999912779
"11055","ENSG00000065485.19","PDIA5","protein_coding",-0.259398440659519,-1.09392533593078,-1.67132556204674,0.0478832213299198,0.999999999912779
"10415","ENSG00000239653.1","PSMD6-AS2","antisense",0.234668214379004,-0.992216477667402,1.66810119183245,0.0481272798846975,0.999999999912779
"14868","ENSG00000250053.1","RARRES2P4","processed_pseudogene",-0.294401956144321,-1.40597894233703,-1.65745736773135,0.0496021881138358,0.999999999912779
"2906","ENSG00000271601.3","LIX1L","protein_coding",0.189785366666331,6.02907509547496,1.64182114749871,0.0507736541677877,0.999999999912779
"18534","ENSG00000223702.1","ZDHHC20P2","processed_pseudogene",0.298380059903286,-0.989338075684712,1.64118262646349,0.051382068729286,0.999999999912779
"8452","ENSG00000206836.1","RNU6-1029P","snRNA",0.199226489701646,2.0946112502337,1.63597393505015,0.0513835336317994,0.999999999912779
"7500","ENSG00000202532.1","RNU6-395P","snRNA",0.193719855519229,5.91125807103817,1.63442336169611,0.0515457194277315,0.999999999912779
"16145","ENSG00000249061.1","AC109492.1","lincRNA",0.295099838128811,-0.671977886644969,1.63041144547392,0.0524991272408346,0.999999999912779
"8834","ENSG00000135913.10","USP37","protein_coding",0.27232175790051,-0.0500026399896841,1.62741854506968,0.0525333772731324,0.999999999912779
"4445","ENSG00000261000.1","AC244034.2","lincRNA",0.217962804398083,0.482604073065716,1.62489390639035,0.0525615003053841,0.999999999912779
"15281","ENSG00000113100.9","CDH9","protein_coding",0.284694295955837,-0.093143530492103,1.62443350111833,0.0530021092424155,0.999999999912779
"9529","ENSG00000234123.1","RHBDF1P1","processed_pseudogene",0.306163630491206,-1.41322210854546,1.62690422224043,0.0530781829583108,0.999999999912779
"1777","ENSG00000265535.2","RN7SL475P","misc_RNA",0.214274430489494,3.367053757608,1.61758041817095,0.0533437538159584,0.999999999912779
"18726","ENSG00000197251.3","LINC00336","lincRNA",0.20120355996798,4.01051088607382,1.61083361020873,0.0540708932000917,0.999999999912779
"3938","ENSG00000237514.3","PTP4A1P7","processed_pseudogene",0.233286005176134,-0.670561060241885,1.60487073179145,0.0547598901646652,0.999999999912779
"4598","ENSG00000230461.8","PROX1-AS1","processed_transcript",0.22230206939164,0.858131156078091,1.60398852068129,0.0548354554099862,0.999999999912779
"15360","ENSG00000250583.1","AC034232.2","lincRNA",0.216712919614197,0.952671489231378,1.60133275624014,0.0551228414293735,0.999999999912779
"14238","ENSG00000222613.1","RF00019","misc_RNA",0.167515720734982,7.84622153547222,1.59965898989839,0.0552992281968813,0.999999999912779
"15285","ENSG00000250079.1","AC093300.1","processed_pseudogene",0.293142351141758,4.62750471345327,1.60365789107058,0.0554609554740018,0.999999999912779
"11895","ENSG00000226779.1","NAALADL2-AS2","antisense",0.232211418650226,-1.34992753829236,1.59736930870484,0.0555906213607781,0.999999999912779
"9043","ENSG00000201044.1","RNU6-268P","snRNA",0.299951705065057,0.890911778031255,1.59878841976458,0.0561526515012582,0.999999999912779
"5681","ENSG00000184924.5","PTRHD1","protein_coding",0.25541160691103,-1.33519444076792,1.58621185458823,0.0569730251116008,0.999999999912779
"14641","ENSG00000221296.2","MIR548T","miRNA",0.240743414086132,0.165150580508905,1.58126282299841,0.0574483071023034,0.999999999912779
"14547","ENSG00000248329.5","APELA","protein_coding",0.286472730700268,-1.00031558363132,1.58382478546949,0.0576468565154746,0.999999999912779
"15952","ENSG00000242198.1","AC008897.1","processed_pseudogene",0.207268577533331,2.5136788050657,1.57830108484599,0.0577151288563432,0.999999999912779
"4378","ENSG00000143850.14","PLEKHA6","protein_coding",0.274206699736638,0.678491910281985,1.5776909512423,0.0581727324839973,0.999999999912779
"14310","ENSG00000280250.1","AC097372.4","TEC",0.206766149748912,2.43232159273823,1.57329718091582,0.0582920007120935,0.999999999912779
"18562","ENSG00000204469.12","PRRC2A","protein_coding",0.193045121539305,0.26148280476343,1.56990951939366,0.0586814552594562,0.999999999912779
"6634","ENSG00000242118.3","RN7SL201P","misc_RNA",0.264502278429468,-1.035940274432,1.56898330617122,0.0590754415440326,0.999999999912779
"6992","ENSG00000252845.1","RNA5SP101","rRNA_pseudogene",0.237165962584448,-0.134827552679816,1.56502888503175,0.0593222224675979,0.999999999912779
"5248","ENSG00000241128.2","OR14A2","protein_coding",0.216556312331721,-0.0234268935736769,1.56385881169419,0.0594021578531621,0.999999999912779
"137","ENSG00000008130.15","NADK","protein_coding",0.220706888652994,0.994542062260218,1.56256305548255,0.0595614096207773,0.999999999912779
"16776","ENSG00000249192.1","MTND3P25","processed_pseudogene",0.254976007308593,-0.0397506682348917,1.55948974207558,0.0601056284637363,0.999999999912779
"2673","ENSG00000226973.1","AL512638.1","unprocessed_pseudogene",0.178642335241021,2.19482023476934,1.55695872722189,0.0602030344248157,0.999999999912779
"15006","ENSG00000112941.13","TENT4A","protein_coding",0.183549036615082,3.22181106630147,1.55458786067513,0.0604851052064274,0.999999999912779
"10212","ENSG00000214686.5","IQCF6","protein_coding",0.232773507784469,1.12849326801056,1.55300891844781,0.060733049301223,0.999999999912779
"1966","ENSG00000285808.1","AL583808.3","lincRNA",0.22104284169926,-0.706503724490792,1.54872571702768,0.0612117095742128,0.999999999912779
"2553","ENSG00000237415.2","NRBF2P3","processed_pseudogene",0.232593209644556,1.62249034156602,1.543678042621,0.0618606234459886,0.999999999912779
"15431","ENSG00000248587.7","GDNF-AS1","antisense",0.205911963049659,2.60981747549007,1.54229109701314,0.0619699333794228,0.999999999912779
"4086","ENSG00000260976.1","LINC01633","lincRNA",0.220326558085784,-0.398552643663533,1.5409489476541,0.0621529914158327,0.999999999912779
"703","ENSG00000201273.1","RNU6-776P","snRNA",0.209113812616259,3.03490463541685,1.53838237249827,0.0624490160100478,0.999999999912779
"14158","ENSG00000283432.1","RF00026","snRNA",0.208577905528444,2.10781004262949,1.53696068555389,0.0626225271839225,0.999999999912779
"12017","ENSG00000043093.13","DCUN1D1","protein_coding",0.277566277873905,0.838871111933971,1.53242993189646,0.0637871859687609,0.999999999912779
"8003","ENSG00000229641.1","CYP2C56P","processed_pseudogene",0.2313309916867,4.19556922958424,1.52698184111594,0.0639151665397269,0.999999999912779
"13426","ENSG00000249717.1","AC110760.2","antisense",-0.226425405103231,-0.549828401042692,-1.5013333459708,0.0671600043636687,0.999999999912779
"6932","ENSG00000204705.3","UBTFL5","unprocessed_pseudogene",0.19959376358185,1.07817219839247,1.4962506620497,0.067760357661662,0.999999999912779
"11751","ENSG00000243044.1","AC128716.1","processed_pseudogene",0.444545017299581,-1.26295392836722,1.55210854561236,0.0681126813510325,0.999999999912779
"14269","ENSG00000197465.13","GYPE","protein_coding",0.189056712892896,0.669040986571603,1.48264599255975,0.0695462223142636,0.999999999912779
